,id,author,problem_id,code,submission_id,score,time,type,predicted,predicted_label
273,1804346,6632184921,05_List_11,"DG = ['0', '1', '2', '3', '4', '5', '6', '7', '8', '9']
t = input()

for c in t:
  if c.isnumeric():
    DG[int(c)] = '#'

res = [i for i in DG if i != '#']
if res:
  print(','.join(res))
else:
  print('None')",1804346,100.0,over 1 year ago,unknown,0,human
275,1804612,6632174621,05_List_11,"# รับสตริงจากผู้ใช้
input_string = input()

# สร้างเซ็ตของเลข 0-9
digits_set = set('0123456789')

# สร้างเซ็ตของเลขที่ปรากฎในสตริง
string_set = set(input_string)

# หาเลขที่ไม่ปรากฎในสตริง
missing_digits = digits_set - string_set

# แปลงผลลัพธ์เป็นรายการและเรียงตามลำดับ
missing_digits_list = sorted(list(missing_digits))

# ตรวจสอบว่ามีเลขทุกตัวปรากฎในสตริงหรือไม่
if not missing_digits_list:
    print(""None"")
else:
    # พิมพ์เลขที่ไม่ปรากฎในสตริง
    result = ','.join(missing_digits_list)
    print(result)

",1804612,100.0,over 1 year ago,unknown,0,human
278,1892832,6632125921,05_List_11,"digits = list('0123456789')
a = input()
for c in a:
    if c in digits:
        digits.remove(c)
if len(digits) == 0:
   print('None')
else:
   print(','.join(digits))",1892832,100.0,about 1 year ago,unknown,0,human
285,2017234,6730032921,05_List_11,"x=input()
a=[0]*10
for i in range(len(x)):
    if ""0""<=x[i]<=""9"":
        for e in range(10):
            if int(x[i])==e:
                a[e]+=1
missing=[]
for z in range(10):
    if a[z]==0:
        missing.append(str(z))
if missing!=[]:
    print(','.join(missing))
else:
    print('None')
",2017234,100.0,7 months ago,unknown,0,human
286,2041335,6632008121,05_List_11,"s = input()
m = [0]*10
for c in s:
    if ""0"" <= c <= ""9"":
        m[int(c)] += 1

missing = """"
for c in range(len(m)):
    if m[c] == 0:
        if missing != """":
            missing += "",""
        missing += str(c)

if missing == """":
    print(""None"")
else:
    print(missing)",2041335,100.0,5 months ago,unknown,0,human
290,2141102,6730420721,05_List_11,"n = input()
x=[""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]
for e in n:
    if e in x:
        x.remove(e)
if len(x) == 0:
    print(""None"")
else:
    print("","".join(x))",2141102,100.0,1 day ago,unknown,0,human
295,1965220,6631005021,05_List_11,"s = input()
digits = []
for x in '0123456789' :
    digits.append(x)
for k in s :
    if k in digits :
        digits.remove(k)
if len(digits) == 0 :
    print('None')
print(','.join(digits))",1965220,100.0,9 months ago,unknown,0,human
298,1821782,6630089621,05_List_11,"x=input()
a=''
b=0
for y in range(10) :
    if str(y) in x :
        b+=1
    else :
        a+=str(y)+','
if a=='' :
    print('None')
else :
    print(a[0:-1])",1821782,100.0,over 1 year ago,unknown,0,human
301,2129343,6730219021,05_List_11,"n = input()
s = ['0','1','2','3','4','5','6','7','8','9']
for i in range(len(n)) :
    if n[i] in s :
        s.remove(n[i])
if s == [] :
    print('None')
else :
    print(','.join(s))",2129343,100.0,9 days ago,unknown,0,human
303,2107466,6730207421,05_List_11,"d = str(input())
counts = [0] * 10
for c in d :
    if ""0"" <= c <= ""9"" :
        counts[int(c)] += 1
missing = ''
for j in range(len(counts)) :
    if counts[j] == 0 :
        missing += str(j)+','
if missing == '' :
    print('None')
else :
    print(missing[:-1])
    
        

",2107466,100.0,about 1 month ago,unknown,0,human
305,2016224,6730328721,05_List_11,"a=str(input())
d=[str(a) for a in range(0,10)]
for b in a[0:len(a)+1]:
  if b in d:
    d.remove(b)

if len(d)==0:
  print('None')
else:
  print("","".join(d))",2016224,100.0,7 months ago,unknown,0,human
306,1803644,6632199321,05_List_11,"a = input()
a.split()
n = ['0','1','2','3','4','5','6','7','8','9']
d = []
if all(i in a for i in n) :
    d.append(""None"")
for i in n :
    if i not in a :
        d.append(i)
print(','.join(d))",1803644,100.0,over 1 year ago,unknown,0,human
308,1894078,6630168521,05_List_11,"data = list('0123456789')

x = input()
for e in x:
    if e in data:
        data.remove(e)


if len(data) == 0:
    print('None')
else:
    print(','.join(data))
",1894078,100.0,about 1 year ago,unknown,0,human
309,2096854,6730278021,05_List_11,"num = [""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]
a = input()
for i in range (len(a)):
    if a[i] in num:
        num.remove(a[i])
num.sort()
if len(num) == 0:
    print (""None"")
else :
    print ("","".join(num))",2096854,100.0,about 2 months ago,unknown,0,human
310,1803626,6630013921,05_List_11,"l = []
a = []
b = input()
for i in b:
  for j in range(10):
    if i == str(j):
      l.append(int(i))
for k in range(10):
  if k not in l:
    a.append(k)
if a == []:
  print(""None"")
else:
  print(*a, sep = "","")",1803626,100.0,over 1 year ago,unknown,0,human
312,1888782,6630364121,05_List_11,"x = input()
g = []
n = ['0','1','2','3','4','5','6','7','8','9']
for i in x:
    if i in n :
        n.remove(i)
p = []
if int(len(n)) == 0 :
    print(""None"")
else :
    for i in n:
        p.append(int(i))
    print("","".join(str(p)[1:-1:3]))
        
",1888782,100.0,about 1 year ago,unknown,0,human
316,1916010,6632088321,05_List_11,"s = input()
sen = ''
ref = [""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]
for x in s:
    if x in ref:
        ref.remove(x)
if len(ref) == 0:
    print(""None"")
else:
    for x in ref:
        sen += x
        sen+=','
    print(sen[:len(sen)-1])
    ",1916010,100.0,about 1 year ago,unknown,0,human
317,1923630,6630279521,05_List_11,"s = input()
a = False
k = []
b = ['1','2','3','4','5','6','7','8','9','0']
c = []
for e in s:
    if e in b:
        c.append(e)
        b.remove(e)
b.sort()          
if len(b) ==0:
    print('None')
else:
    print(','.join(b))
    ",1923630,100.0,about 1 year ago,unknown,0,human
320,1888484,6631705721,05_List_11,"data = input()
check = ['0','1','2','3','4','5','6','7','8','9']

for c in data:
    if c in check:
        check.remove(c)

if len(check)==0:
    print(""None"")
else:
    print("","".join(check))",1888484,100.0,about 1 year ago,unknown,0,human
322,1964043,6630251921,05_List_11,"begin = input()
com = ['0', '1', '2', '3', '4', '5', '6', '7', '8', '9']
end = []
for i in com:
    if i not in begin:
        end.append(i)
end.sort()
if end == []:
  print('None')
else:
  answer = ','.join(end)
  print(answer)",1964043,100.0,9 months ago,unknown,0,human
326,1883921,6632240321,05_List_11,"n = input()
x = [""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]

for i in n:
    if i in x:
        x.remove(i)
k = "","".join(x)
if len(x) == 0:
    print('None')
else: print(k)



",1883921,100.0,about 1 year ago,unknown,0,human
328,2104326,6730292721,05_List_11,"n = input()
num = '0123456789'
d = []
for x in n:
    if x in num:
        d.append(x)
miss= [ x for x in num if x not in d]
if miss==[] :
    print('None')
    exit()
print(','.join(miss))",2104326,100.0,about 1 month ago,unknown,0,human
334,2128372,6730212521,05_List_11,"digits = list('0123456789')
s = input()

for i in s :    
    if i in digits :
        digits.remove(i)
if len(digits) == 0 :
    print('None')
else :
    print(','.join(digits)) 

        
    ",2128372,100.0,11 days ago,unknown,0,human
336,1803915,6631529621,05_List_11,"number = list ('0123456789')
x = input()
for i in x :
  if i in number :
    number.remove(i)
if len(number) == 0 :
  print('None')
else :
  print(','.join(number))",1803915,100.0,over 1 year ago,unknown,0,human
339,2141481,6730409921,05_List_11,"x = input()
num = '0123456789'
new = []
for c in x :
    if c in num :
        new.append(int(c))
g = [0,1,2,3,4,5,6,7,8,9]
for i in new :
    if i in g :
        g.remove(i)
for u in range (len(g)) :
    g[u] = str(g[u])
if len(g) ==0 :
    print('None')
else :
    print(','.join(g))


        
",2141481,100.0,1 day ago,unknown,0,human
342,2139872,6730182321,05_List_11,"S = input()
count = [0] * 10
a = """"
for c in S :
    if '0' <= c <= '9' :
        count[int(c)] += 1
for i in range(len(count)) :
    if count[i] == 0:
        a = a + str(i) + ','
if a != """" :
    a = a[:-1]

if a == """":
    print('None')
else:
    print(a)      
",2139872,100.0,1 day ago,unknown,0,human
345,1965319,6630097621,05_List_11,"x = input()
n = ['0','1','2','3','4','5','6','7','8','9']
for i in x:
    if i in n :
        n.remove(i)
if n == []:
    print('None')
#----------------------------------------------------------------   
else:
    out =''
    for i in range(len(n)-1):
        out +=  n[i] + ','
    out += n[len(n)-1]
    print(out)
               
      ",1965319,100.0,8 months ago,unknown,0,human
348,1890288,6630336621,05_List_11,"A = input()
list = ['0','1','2','3','4','5','6','7','8','9']
for i in A:
    if i in list:
        list.remove(i)
if len(list) == 0:
    print(""None"")
else:
    list=','.join(list)
    print(list)
        ",1890288,100.0,about 1 year ago,unknown,0,human
349,1910298,6630193121,05_List_11,"n = input().split()
N = ['0','1', '2', '3', '4', '5', '6', '7', '8', '9']
i = 0

for i in range(len(n)):
    for c in n[i]:
        if c in N:
            N.remove(c)
            
for i in range(len(N)):
    N[i] = int(N[i])

s = ''
if N == []:
    print('None')
else:
    for i in range(len(N)):
        s += str(N[i]) + "",""
    print(s[:-1])",1910298,100.0,about 1 year ago,unknown,0,human
352,2050531,6730481021,05_List_11,"x=[]
n=input()
for i in '0123456789':
    if i not in n:
        x.append(i)
if len(x)==0:
    print(None)
else:
    print(','.join(x))",2050531,100.0,5 months ago,unknown,0,human
360,1892982,6531203921,05_List_11,"num = list(""0123456789"")
n = input()
d = [n[0]]

for i in range(1,len(n)) :
    if ""0"" <= n[i] <= ""9"" :
        if n[i] != n[i-1] :
            d.append(n[i])

for e in d :
    if e in num :
        num.remove(e)
if num == [] : print(""None"")
else :
    a = """"
    num = "","".join(num)
    for e in num :
        a += e
    print(a)",1892982,100.0,about 1 year ago,unknown,0,human
364,1805257,6630071221,05_List_11,"d = ['0','1','2','3','4','5','6','7','8','9']
s = input()
for i in s:
    if i in d:
        d.remove(i)
print(','.join(d))
if len(d) == 0:
    print('None')",1805257,100.0,over 1 year ago,unknown,0,human
367,1877644,6632264421,05_List_11,"l = list('0123456789')
x = input()
for c in x :
    if c in l :
        l.remove(c)
    if len(l) == 0 :
        print(""None"")
        break
print("","".join(l))",1877644,100.0,about 1 year ago,unknown,0,human
368,2015892,6731419321,05_List_11,"s=input()
n=[""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]
r=[]
for e in s:
    if e in n:
        n.remove(e)
if n==[]:
    print(""None"")
print("","".join(n))",2015892,100.0,7 months ago,unknown,0,human
369,2044254,6730163421,05_List_11,"check=['0','1','2','3','4','5','6','7','8','9']
inf=input()
for i in inf:
    if i in check:
        check.remove(i)
if len(check)!=0:
    print("","".join(check))
elif len(check)==0:
    print(""None"")",2044254,100.0,5 months ago,unknown,0,human
372,2128810,6730377421,05_List_11,"x =list('0123456789')
y=input()
for c in y:
    if c in x:
        x.remove(c)       
if len(x) == 0:
    print(None)
else:
    print(','.join(x))
",2128810,100.0,10 days ago,unknown,0,human
373,2006569,6731320821,05_List_11,"x = input()
num = ['0','1','2','3','4','5','6','7','8','9']

for i in x:
    for j in num:
        if i == j:
            num.remove(j)
if len(num) == 0:
    print('None')
else:
    num =','.join(num)
    print(num)",2006569,100.0,7 months ago,unknown,0,human
376,2021646,6730514021,05_List_11,"x=input()
num=['0','1','2','3','4','5','6','7','8','9']
for a in x:
    if a in num:
        num.remove(a)
if len(num)==0:
    print('None')
else:
    print(','.join(num))

    ",2021646,100.0,6 months ago,unknown,0,human
379,1912865,6632090521,05_List_11,"x = list('0123456789')
y = input()
for i in y :
  if i in x:
    x.remove(i)
if len(x)==0 :
  print('None')
else :
  print(','.join(x))",1912865,100.0,about 1 year ago,unknown,0,human
383,1885317,6630348121,05_List_11,"num = list('0123456789')
x = input()
for e in x:
    if e in num:
        num.remove(e)
if len(num) == 0:
    print('None')
else:
    print(','.join(num))
        ",1885317,100.0,about 1 year ago,unknown,0,human
387,1917103,6632131621,05_List_11,"d = list('0123456789')
x = input()
for c in x :
    if c in d :
        d.remove(c)
if len(d) == 0:
    print('None')
else :
    print(','.join(d))",1917103,100.0,about 1 year ago,unknown,0,human
389,1965809,6631463821,05_List_11,"x = input()
y = list('0123456789')
for c in x:
    if c in y:
        y.remove(c)
if len(y) == 0:
    print('None')
else:
    print(','.join(y))",1965809,100.0,8 months ago,unknown,0,human
390,1903301,6632239821,05_List_11,"
a  =input()
have = []
ans = []
for i in a:
    if i in ""0123456789"":have.append(i)
for i in range(10):
    if str(i) not in have:
        ans.append(str(i))
if len(ans) == 0:print(""None"")
else: 
    b = "","".join(ans)
    print(b)

",1903301,100.0,about 1 year ago,unknown,0,human
394,1965446,6532190521,05_List_11,"n = input()
m = list(map(str,[0,1,2,3,4,5,6,7,8,9]))
for i in n:
    if i in m:
        m.remove(i)
if len(m)==0:
    print('None')
else:
    print(','.join(m))",1965446,100.0,8 months ago,unknown,0,human
396,1821651,6631001521,05_List_11,"s = input()
num = ['0','1','2','3','4','5','6','7','8','9']
out = []
for e in num :
    a = 0
    for c in s :
        if c == e :
            a += 1
    if a == 0 :
        out.append(e)
if len(out) > 0 :
    print(','.join(out))
else :
    print('None')",1821651,100.0,over 1 year ago,unknown,0,human
399,2110914,6631532421,05_List_11,"nums = ['0','1','2','3','4','5','6','7','8','9']

for i in input():
    if i in nums:
        nums.remove(i)

if len(nums) == 0:
    print(None)
else:
    print(*nums, sep=',')",2110914,100.0,about 1 month ago,unknown,0,human
400,1971844,6732041921,05_List_11,"st = input()

arr = [False for _ in range(10)]

for ch in st:
  if ch.isnumeric():
    arr[int(ch)] = True

all_true = True
for i in range(10):
  if not arr[i]:
    all_true = False
    break

if all_true:
  print(""None"")
else:
  res = """"
  for i in range(10):
    if not arr[i]:
      res += str(i) + "",""
  print(res[:-1])",1971844,100.0,7 months ago,unknown,0,human
402,1938348,6630170721,05_List_11,"di = list('0123456789')
x = input()
for c in x:
    if c in di:
        di.remove(c)
if len(di) ==0:
    print('None')
else:
    print(','.join(di))",1938348,100.0,12 months ago,unknown,0,human
405,2017334,6730008921,05_List_11,"t = input()
no = ['0','1','2','3','4','5','6','7','8','9']
for i in t :
    if i in no :
        x = no.remove(i)
print(','.join(no))
if no == []:
    print('None')",2017334,100.0,7 months ago,unknown,0,human
408,1889277,6632005221,05_List_11,"num = ['0','1','2','3','4','5','6','7','8','9']
x = input()
for i in x :
    if i in num:
        num.remove(i)

if len(num) == 0:
    print(""None"")
else:
    out = num[0]
    num.pop(0)
    for i in num:
        out = out + "","" + i
    print(out)",1889277,100.0,about 1 year ago,unknown,0,human
409,1803414,6632220821,05_List_11,"dg = ['0','1','2','3','4','5','6','7','8','9']
ree = [1]*10
N = []
s = input()
for i in range(len(s)) :
    for j in range(0,10) :
        if s[i] == dg[j] :
            ree[j] = 0
#print(ree)
if 1 not in ree :
    print(""None"")
else :
    for k in range(0,10):
        if ree[k] == 1:
            if len(N)==0:
                N += [dg[k]]
            else:
                N += [',']+[dg[k]]
    for q in range(len(N)):
        print(N[q],end='')",1803414,100.0,over 1 year ago,unknown,0,human
